inquisit.build,computer.platform,startdate,starttime,subjectid,sessionid,elapsedtime,completed,Reward_N2_1,fixedAmount_N2_1,IP12_1,Reward_N2_2,fixedAmount_N2_2,IP12_2,Reward_N2_3,fixedAmount_N2_3,IP12_3,Reward_N3_1,fixedAmount_N3_1,IP13_1,Reward_N3_2,fixedAmount_N3_2,IP13_2,Reward_N3_3,fixedAmount_N3_3,IP13_3,Reward_N4_1,fixedAmount_N4_1,IP14_1,Reward_N4_2,fixedAmount_N4_2,IP14_2,Reward_N4_3,fixedAmount_N4_3,IP14_3,TotalWinAmount,finalN,finalReward,percentCorrect_N1,percentCorrect_N2,percentCorrect_N3,percentCorrect_N4,percentCorrect,meanCorrectSpeechWords_N1,meanCorrectSpeechWords_N2,meanCorrectSpeechWords_N3,meanCorrectSpeechWords_N4,meanCorrectSpeechWords,mentaldemand_1,physicaldemand_1,temporaldemand_1,performance_1,effort_1,frustration_1,mentaldemand_2,physicaldemand_2,temporaldemand_2,performance_2,effort_2,frustration_2,mentaldemand_3,physicaldemand_3,temporaldemand_3,performance_3,effort_3,frustration_3,mentaldemand_4,physicaldemand_4,temporaldemand_4,performance_4,effort_4,frustration_4
6299,mac,4/15/21,17:18:00,106,1,2255618,1,2,X,1.46875,3,X,1.921875,4,X,2.3125,2,X,0.96875,3,X,1.453125,4,X,1.8125,2,X,1.53125,3,X,2.296875,4,X,0.8125,4,3,4,90,90,58,15,60,3.6,3.6,2.333333333,0.6,2.4,7,6,4,16,4,7,10,5,6,14,7,8,15,6,6,7,16,10,19,4,4,1,16,12
6299,win,4/15/21,16:34:45,95,1,1242598,0,2,X,1.46875,3,X,2.578125,4,X,2.9375,2,X,1.46875,3,X,2.203125,4,X,3.0625,2,X,1.46875,3,X,2.390625,4,X,1.9375,3.5,1,3.5,90,85,42,25,90,3.6,3.4,1.666666667,1,3.6,3,4,7,20,12,6,15,11,11,17,14,9,18,16,14,8,19,15,17,15,16,4,20,14
6299,mac,4/15/21,15:22:35,118,1,1193963,1,2,X,1.90625,3,1,2.953125,4,X,3.9375,2,X,1.40625,3,X,0.328125,4,X,2.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,1,2,82,87,62,22,91,3.266666667,3.466666667,2.466666667,0.866666667,3.65,14,12,13,20,17,14,17,12,14,18,16,17,19,14,14,15,18,15,21,13,14,1,21,19
6299,win,4/15/21,14:39:36,98,1,2278448,1,2,X,1.84375,3,X,2.578125,4,X,3.6875,2,X,0.96875,3,X,2.296875,4,X,1.9375,2,X,0.40625,3,X,0.609375,4,X,0.9375,2,3,2,78,67,60,35,63,3.133333333,2.666666667,2.4,1.4,2.5,7,5,2,15,14,15,19,4,5,13,20,19,21,8,10,9,21,20,21,10,14,3,21,21
6299,win,4/15/21,18:16:11,102,1,2289325,1,2,X,1.90625,3,X,1.453125,4,X,0.9375,2,X,0.59375,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.5,1,0.5,50,23,7,0,51,2,0.933333333,0.266666667,0,2.05,9,7,12,11,13,12,17,15,13,4,17,16,20,17,17,2,19,19,21,19,20,1,20,21
6299,win,4/15/21,18:51:36,91,1,1068702,0,2,X,1.46875,3,X,2.390625,4,X,1.9375,2,X,0.40625,3,X,0.703125,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.125,1,0.125,88,80,63,15,88,3.533333333,3.2,2.533333333,0.6,3.5,15,16,11,20,15,13,16,16,11,16,18,15,19,19,11,14,21,16,21,21,11,4,21,20
6299,win,4/15/21,19:37:56,93,1,2647386,1,2,X,0.21875,3,X,0.140625,4,X,0.1875,2,X,0.03125,3,X,0.234375,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.125,1,0.125,82,55,20,5,74,3.266666667,2.2,0.8,0.2,2.95,21,7,1,13,21,15,21,1,1,1,21,17,21,17,1,1,21,21,21,21,11,1,21,21
6299,win,4/15/21,19:40:00,110,1,1310297,1,2,X,0.90625,3,X,0.328125,4,X,1.1875,2,X,0.28125,3,X,0.046875,4,X,0.5625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,2,2,55,28,15,0,29,2.2,1.133333333,0.6,0,1.15,17,12,18,9,16,17,16,18,18,5,16,18,19,17,19,4,15,18,21,18,21,1,15,20
6299,win,4/15/21,21:50:01,82,1,1480287,1,2,X,1.53125,3,X,2.015625,4,X,2.9375,2,X,1.34375,3,X,2.109375,4,X,1.9375,2,X,0.78125,3,X,1.078125,4,X,1.5625,4,2,4,92,85,62,25,90,3.666666667,3.4,2.466666667,1,3.6,14,12,13,10,15,8,17,15,16,8,19,8,21,5,14,5,21,19,21,4,15,1,21,21
6299,win,4/15/21,21:05:28,115,1,1842566,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.125,1,0.125,88,43,40,10,74,3.533333333,1.733333333,1.6,0.4,2.95,18,3,16,9,16,2,21,18,19,1,21,6,21,19,19,2,21,12,21,21,21,1,21,17
6299,win,4/16/21,03:09:58,88,1,1739417,1,2,X,0.96875,3,X,0.703125,4,X,1.4375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.0625,1,0.0625,88,83,63,15,90,3.533333333,3.333333333,2.533333333,0.6,3.6,12,10,3,18,13,1,16,13,2,16,14,1,19,17,2,12,19,1,21,21,4,1,21,9
6299,win,4/16/21,09:21:10,104,1,1630832,1,2,X,0.46875,3,X,2.765625,4,X,1.9375,2,X,0.46875,3,X,0.328125,4,X,0.1875,2,X,0.21875,3,X,0.328125,4,X,0.1875,1,1,1,60,45,27,3,61,2.4,1.8,1.066666667,0.133333333,2.45,14,13,14,10,15,14,19,19,18,8,18,17,21,21,18,5,21,20,21,21,21,1,21,21
6299,and,4/16/21,13:04:36,123,1,2476162,1,2,X,1.28125,3,X,1.640625,4,X,2.5625,2,X,0.40625,3,X,0.703125,4,X,0.4375,2,X,0.21875,3,X,0.421875,4,X,0.4375,3,1,3,83,58,40,8,91,3.333333333,2.333333333,1.6,0.333333333,3.65,10,9,8,15,14,13,16,16,15,6,16,16,20,19,19,3,20,19,21,19,18,1,19,21
6265,mac,4/19/21,06:04:52,112,1,1830560,1,2,X,1.84375,3,X,2.953125,4,X,3.8125,2,X,1.71875,3,X,2.859375,4,X,3.6875,2,X,0.90625,3,X,2.296875,4,X,1.9375,2.4375,1,2.4375,88,92,63,17,89,3.533333333,3.666666667,2.533333333,0.666666667,3.55,4,11,6,15,15,4,14,14,7,17,13,4,16,14,6,9,13,11,19,7,11,1,20,20
6299,win,4/27/21,09:04:10,147,1,1508707,1,2,X,1.96875,3,1,2.953125,4,X,3.6875,2,1,1.96875,3,1,2.953125,4,X,3.9375,2,X,1.09375,3,X,2.109375,4,X,0.9375,4,4,4,93,82,58,17,11,3.733333333,3.266666667,2.333333333,0.666666667,0.45,14,14,9,17,14,8,14,13,7,17,16,13,19,15,6,11,19,14,21,17,6,3,21,18
6299,win,4/27/21,13:00:14,159,1,1788949,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.3125,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,1,2,63,62,2,2,71,2.533333333,2.466666667,0.066666667,0.066666667,2.85,21,15,3,6,18,16,21,21,7,1,21,21,21,21,19,1,21,21,21,21,21,1,21,21
6299,win,4/27/21,12:58:48,134,1,2237961,1,2,X,0.46875,3,X,2.953125,4,X,1.9375,2,X,1.40625,3,X,1.078125,4,X,1.9375,2,X,0.21875,3,X,0.328125,4,X,1.9375,2,3,2,83,88,47,27,55,3.333333333,3.533333333,1.866666667,1.066666667,2.2,14,4,2,13,14,13,15,5,3,16,17,13,19,6,3,5,20,21,21,21,3,1,21,21
6299,win,4/27/21,17:17:54,137,1,3626787,1,2,1,1.84375,3,1,0.046875,4,1,1.0625,2,1,0.78125,3,X,2.859375,4,1,1.5625,2,1,0.15625,3,X,2.203125,4,1,1.6875,4,1,4,45,30,12,5,44,1.8,1.2,0.466666667,0.2,1.75,21,21,20,16,20,4,21,21,21,21,21,3,21,21,21,20,21,11,21,21,21,17,19,6
6299,mac,4/27/21,13:08:18,126,1,1072608,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.25,1,0.25,85,80,62,7,90,3.4,3.2,2.466666667,0.266666667,3.6,17,1,14,13,17,15,19,13,13,13,20,14,20,15,15,5,21,19,21,17,19,1,18,21
6299,win,4/27/21,12:09:16,131,1,1059488,1,2,X,1.84375,3,1,2.953125,4,X,3.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,1.875,1,1.875,88,92,62,23,89,3.533333333,3.666666667,2.466666667,0.933333333,3.55,6,1,8,15,8,4,10,1,12,17,13,1,17,1,13,8,15,7,17,1,14,2,18,14
6299,mac,4/27/21,13:12:29,127,1,1073915,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.125,1,0.125,88,82,68,8,90,3.533333333,3.266666667,2.733333333,0.333333333,3.6,15,5,4,14,6,9,16,3,4,13,13,6,17,4,2,9,15,14,18,3,3,1,15,18
6299,win,4/27/21,12:49:38,149,1,1278826,1,2,X,0.96875,3,X,2.015625,4,X,0.8125,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.75,1,0.75,90,73,28,7,89,3.6,2.933333333,1.133333333,0.266666667,3.55,13,16,9,16,14,7,14,15,13,12,16,12,21,20,17,3,18,19,21,21,18,1,17,21
6299,win,4/27/21,10:49:32,150,1,1157963,1,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.46875,3,X,2.203125,4,X,3.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,4,3,4,95,90,68,30,63,3.8,3.6,2.733333333,1.2,2.5,12,13,6,16,14,13,14,15,9,14,16,13,14,18,9,7,17,16,13,21,9,1,20,19
6299,win,4/27/21,12:03:20,153,1,1127279,1,2,X,1.40625,3,X,1.453125,4,1,3.9375,2,X,0.84375,3,X,2.203125,4,X,2.9375,2,X,1.21875,3,X,1.453125,4,X,2.9375,2.25,1,2.25,88,83,62,17,88,3.533333333,3.333333333,2.466666667,0.666666667,3.5,9,8,17,13,13,6,14,15,15,15,15,14,18,19,19,6,18,18,21,21,21,1,21,21
6299,mac,4/27/21,12:31:07,144,1,1293911,1,2,1,0.03125,3,1,0.046875,4,1,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.375,2,0.375,95,75,63,22,88,3.8,3,2.533333333,0.866666667,3.5,12,2,9,19,13,4,15,3,9,14,14,12,15,7,13,13,18,14,16,6,15,3,19,18
6299,win,4/27/21,14:42:41,141,1,1091904,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.25,1,0.25,87,67,28,13,85,3.466666667,2.666666667,1.133333333,0.533333333,3.4,15,3,8,16,13,8,19,3,6,13,19,14,20,4,6,3,21,19,19,3,5,2,19,21
6265,win,4/27/21,16:17:32,164,1,2202731,1,2,X,1.71875,3,X,2.203125,4,X,3.5625,2,X,0.96875,3,X,2.671875,4,X,2.9375,2,X,0.46875,3,X,1.453125,4,X,0.9375,2,1,2,78,63,40,10,85,3.133333333,2.533333333,1.6,0.4,3.4,13,15,6,17,16,16,14,16,2,14,17,19,19,19,1,10,18,20,21,20,1,2,17,21
6299,win,4/27/21,16:53:26,148,1,1243449,1,2,X,1.90625,3,1,2.953125,4,X,3.6875,2,X,1.90625,3,X,2.578125,4,X,3.4375,2,X,0.40625,3,X,1.828125,4,X,0.9375,3,4,3,87,90,42,20,19,3.466666667,3.6,1.666666667,0.8,0.75,14,17,9,14,17,17,14,19,14,14,17,19,18,20,14,5,18,21,21,21,14,1,19,21
6299,win,4/27/21,14:04:00,139,1,1828532,1,2,X,0.09375,3,X,0.703125,4,X,0.4375,2,X,0.46875,3,X,0.140625,4,X,0.1875,2,X,0.21875,3,X,1.359375,4,X,1.0625,1,1,1,85,65,40,8,88,3.4,2.6,1.6,0.333333333,3.5,13,15,9,15,16,13,19,15,6,13,21,17,19,16,8,5,17,16,18,14,16,1,17,21
6299,mac,4/27/21,17:24:54,125,1,1703422,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,1,2,90,73,25,8,85,3.6,2.933333333,1,0.333333333,3.4,1,1,12,21,1,1,13,1,11,15,17,1,21,1,11,3,20,12,21,1,11,1,21,17
6299,win,4/27/21,22:59:18,155,1,2522449,1,2,X,1.96875,3,1,2.953125,4,X,3.9375,2,X,0.03125,3,X,0.046875,4,X,0.1875,2,X,0.65625,3,X,0.046875,4,X,0.0625,3,1,3,25,5,10,3,30,1,0.2,0.4,0.133333333,1.2,18,18,11,16,17,8,21,21,19,3,16,17,21,21,21,6,16,17,21,21,21,1,16,21
6299,win,4/27/21,22:41:01,171,1,1838035,1,2,X,0.96875,3,1,2.953125,4,X,1.4375,2,X,0.96875,3,X,1.640625,4,X,3.9375,2,X,0.96875,3,X,0.890625,4,X,0.9375,2,4,2,67,43,18,3,8,2.666666667,1.733333333,0.733333333,0.133333333,0.3,20,20,3,21,20,20,21,20,2,21,20,3,21,21,21,20,19,1,20,21,21,3,20,3
6299,win,4/28/21,00:44:22,132,1,1265075,1,2,X,1.03125,3,X,1.546875,4,X,2.0625,2,X,0.21875,3,X,0.328125,4,X,0.1875,2,X,0.21875,3,X,0.140625,4,X,0.1875,2,1,2,88,75,50,28,93,3.533333333,3,2,1.133333333,3.7,8,8,1,19,9,2,13,1,1,17,13,7,16,5,1,11,15,17,16,4,1,5,13,17
6299,mac,4/28/21,01:44:42,142,1,963324,1,2,X,0.03125,3,X,0.046875,4,X,0.5625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,1.5,1,1.5,88,78,63,8,91,3.533333333,3.133333333,2.533333333,0.333333333,3.65,17,1,3,15,20,14,20,1,14,15,21,18,21,1,17,6,21,20,21,1,18,1,21,21
6299,win,4/28/21,23:09:11,136,1,1271084,1,2,X,0.90625,3,X,1.078125,4,X,3.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.75,1,0.75,88,85,67,25,89,3.533333333,3.4,2.666666667,1,3.55,13,1,3,15,21,12,15,1,10,16,21,12,16,1,10,15,21,13,18,1,10,4,21,17
6299,win,4/29/21,11:06:20,133,1,1517589,1,2,X,1.46875,3,X,1.453125,4,X,1.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,1,2,95,80,57,15,90,3.8,3.2,2.266666667,0.6,3.6,10,8,12,16,14,9,16,13,15,15,18,14,18,14,20,10,21,16,21,19,17,2,20,21
6299,win,4/29/21,16:46:10,135,1,2124375,1,2,X,0.03125,3,X,0.796875,4,X,0.0625,2,X,1.03125,3,X,0.046875,4,X,0.1875,2,X,0.03125,3,X,0.046875,4,X,0.0625,1,1,1,63,50,47,8,73,2.533333333,2,1.866666667,0.333333333,2.9,15,13,8,14,13,12,16,14,13,11,12,13,15,15,10,10,12,14,17,14,13,3,16,16
6307,mac,5/13/21,15:19:21,187,1,1254669,0,2,X,0.28125,3,X,1.546875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,1,1,1,85,77,40,15,90,3.4,3.066666667,1.6,0.6,3.6,6,8,4,16,14,16,16,13,4,10,13,14,13,13,2,7,16,19,21,21,7,1,21,21
6307,mac,5/13/21,16:29:26,220,1,1294839,1,2,X,1.96875,3,X,2.859375,4,X,3.9375,2,X,1.90625,3,X,2.953125,4,X,3.9375,2,X,0.96875,3,X,1.453125,4,X,3.0625,3,4,3,92,88,92,35,21,3.666666667,3.533333333,3.666666667,1.4,0.85,10,13,10,15,14,16,13,14,12,13,14,17,15,13,12,14,16,18,16,15,13,5,15,19
6307,win,5/13/21,13:22:34,211,1,1702881,1,2,1,1.96875,3,X,2.953125,4,X,3.9375,2,1,1.96875,3,X,2.765625,4,X,1.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,4,2,4,92,83,57,18,80,3.666666667,3.333333333,2.266666667,0.733333333,3.2,7,7,14,19,15,8,19,16,14,17,18,15,20,15,18,7,18,18,21,21,21,1,21,21
6307,win,5/13/21,15:25:29,218,1,1532811,1,2,X,1.46875,3,X,2.859375,4,X,3.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.3125,0.25,1,0.25,92,85,58,23,93,3.666666667,3.4,2.333333333,0.933333333,3.7,13,15,4,18,15,13,17,19,3,18,20,16,20,20,3,15,21,19,21,21,3,1,21,21
6299,and,5/13/21,16:25:43,214,1,2078095,1,2,X,1.96875,3,X,1.453125,4,X,0.9375,2,X,1.84375,3,1,2.953125,4,X,0.6875,2,X,0.03125,3,X,0.140625,4,X,0.5625,0.125,1,0.125,88,82,45,22,91,3.533333333,3.266666667,1.8,0.866666667,3.65,18,1,21,16,17,17,17,1,16,16,21,17,21,1,21,6,21,19,21,6,21,1,20,21
6307,win,5/13/21,14:40:36,200,1,1482321,1,2,X,1.40625,3,X,2.203125,4,X,2.9375,2,X,0.90625,3,X,1.453125,4,X,2.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.0625,1,0.0625,97,85,57,17,91,3.866666667,3.4,2.266666667,0.666666667,3.65,3,1,3,20,6,3,5,3,4,17,12,7,15,6,4,12,14,9,18,9,6,3,12,15
6299,win,5/13/21,13:50:40,194,1,976241,1,2,X,1.96875,3,X,1.453125,4,X,3.9375,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.96875,3,X,2.953125,4,X,3.9375,3,2,3,88,87,60,37,81,3.533333333,3.466666667,2.4,1.466666667,3.25,4,1,1,19,6,11,6,1,1,18,11,11,15,1,11,14,19,11,21,1,11,6,21,11
6307,win,5/13/21,15:39:28,206,1,1794347,1,2,X,0.96875,3,X,1.453125,4,X,2.9375,2,X,0.96875,3,X,2.015625,4,X,3.0625,2,X,0.96875,3,X,1.828125,4,X,2.4375,4,2,4,85,72,52,10,90,3.4,2.866666667,2.066666667,0.4,3.6,11,7,1,17,13,15,17,8,1,15,18,17,19,7,1,11,18,19,20,7,1,1,19,21
6307,win,5/13/21,17:20:16,177,1,205702,0,2,,0,3,,0,4,,0,2,,0,3,,0,4,,0,2,,0,3,,0,4,,0,0,0,0,7,0,0,0,7,0.285714286,NA,NA,NA,0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6307,win,5/13/21,16:50:03,178,1,2134960,1,2,1,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.21875,3,X,2.859375,4,X,3.0625,2,X,0.53125,3,X,0.328125,4,X,0.5625,2,1,2,77,78,45,12,88,3.066666667,3.133333333,1.8,0.466666667,3.5,15,2,17,5,14,21,17,2,17,8,17,17,21,2,18,3,21,21,21,2,20,1,21,21
6307,win,5/13/21,16:40:19,201,1,4511174,1,2,X,0.21875,3,X,1.078125,4,X,0.6875,2,X,0.96875,3,X,0.703125,4,X,0.6875,2,X,0.46875,3,X,0.046875,4,X,0.6875,0.25,1,0.25,58,38,0,0,53,2.333333333,1.533333333,0,0,2.1,17,14,14,15,17,15,18,17,15,7,16,15,21,14,21,1,21,21,21,13,21,1,21,21
6307,win,5/13/21,15:20:42,190,1,1214392,1,2,X,0.09375,3,X,0.046875,4,X,0.1875,2,X,0.03125,3,X,0.046875,4,X,0.1875,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.5,1,0.5,95,85,67,28,93,3.8,3.4,2.666666667,1.133333333,3.7,7,6,6,20,5,1,16,5,3,16,20,4,19,13,8,9,21,8,21,5,11,2,21,11
6307,win,5/13/21,15:49:57,195,1,1444293,1,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,1,1.96875,3,1,2.953125,4,1,3.9375,4,3,4,90,90,62,18,54,3.6,3.6,2.466666667,0.733333333,2.15,14,9,6,17,14,21,15,14,8,17,14,1,16,15,7,9,14,1,19,18,6,2,17,1
6307,win,5/13/21,15:52:16,209,1,1526431,1,2,X,1.96875,3,X,1.453125,4,X,1.9375,2,X,0.21875,3,X,0.140625,4,X,0.4375,2,X,0.21875,3,X,0.140625,4,X,0.4375,1.5,1,1.5,93,88,63,17,91,3.733333333,3.533333333,2.533333333,0.666666667,3.65,14,3,5,18,13,3,15,3,7,18,13,3,17,12,7,14,19,15,21,16,5,3,21,17
6307,win,5/13/21,20:34:12,185,1,2314034,0,2,X,1.46875,3,1,2.953125,4,X,3.6875,2,X,0.53125,3,X,0.046875,4,X,0.1875,2,X,0.09375,3,X,0.234375,4,X,0.0625,2,2,2,88,72,42,20,61,3.533333333,2.866666667,1.666666667,0.8,2.45,14,16,5,15,16,3,16,18,4,13,20,14,20,20,13,4,21,21,21,21,16,2,21,21
6307,mac,5/13/21,19:01:49,186,1,1384301,1,2,1,1.96875,3,X,2.203125,4,X,1.9375,2,X,0.71875,3,X,0.328125,4,X,0.4375,2,X,0.09375,3,X,0.984375,4,X,0.4375,3,2,3,90,80,40,17,84,3.6,3.2,1.6,0.666666667,3.35,12,13,7,12,8,7,13,14,6,12,12,9,15,15,7,5,15,15,16,16,4,3,16,15
6307,win,5/13/21,19:35:13,210,1,3606774,1,2,X,1.53125,3,X,1.921875,4,1,3.9375,2,X,1.09375,3,X,0.421875,4,X,1.0625,2,X,0.03125,3,X,0.234375,4,X,0.0625,0.125,1,0.125,90,88,43,7,90,3.6,3.533333333,1.733333333,0.266666667,3.6,14,2,4,19,13,8,15,2,7,18,17,7,16,3,3,9,17,12,19,8,3,2,17,14
6307,win,5/13/21,20:30:09,191,1,1265541,0,2,1,1.96875,3,X,2.953125,4,X,3.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,1,2,88,73,32,15,86,3.533333333,2.933333333,1.266666667,0.6,3.45,4,2,5,17,7,6,14,4,6,14,13,8,13,11,8,3,15,17,11,15,11,2,15,20
6307,win,5/13/21,20:53:57,202,1,1469053,1,2,X,1.46875,3,X,2.578125,4,X,3.4375,2,X,0.96875,3,X,2.203125,4,X,2.9375,2,X,0.96875,3,X,1.453125,4,X,2.9375,4,4,4,93,80,53,10,18,3.733333333,3.2,2.133333333,0.4,0.7,12,2,2,19,10,13,13,3,2,12,16,15,18,2,3,9,18,20,21,3,3,1,18,20
6307,win,5/13/21,21:44:08,192,1,2263571,1,2,1,1.96875,3,X,2.953125,4,X,3.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,4,2,4,88,90,60,17,88,3.533333333,3.6,2.4,0.666666667,3.5,7,6,15,14,7,10,6,6,16,17,7,13,13,5,13,12,14,8,18,3,7,6,21,11
6307,win,5/13/21,20:08:11,196,1,24933,0,2,,0,3,,0,4,,0,2,,0,3,,0,4,,0,2,,0,3,,0,4,,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6307,mac,5/13/21,19:45:36,217,1,1797363,1,2,X,1.90625,3,X,2.109375,4,X,2.9375,2,X,1.15625,3,X,2.296875,4,X,1.8125,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,1,2,85,83,53,15,91,3.4,3.333333333,2.133333333,0.6,3.65,8,5,7,14,12,6,14,6,6,15,13,5,15,5,13,5,15,9,14,4,16,1,14,16
6307,win,5/13/21,23:13:27,184,1,1197241,1,2,X,1.96875,3,1,2.671875,4,1,3.5625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,2,2,88,87,27,12,78,3.533333333,3.466666667,1.066666667,0.466666667,3.1,1,1,1,18,2,1,2,1,1,18,5,1,14,1,1,3,16,16,21,1,1,1,21,21
6307,mac,5/14/21,02:06:21,183,1,1192269,1,2,X,1.96875,3,X,2.953125,4,X,3.4375,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.03125,3,X,0.046875,4,X,0.0625,4,2,4,92,82,52,17,84,3.666666667,3.266666667,2.066666667,0.666666667,3.35,16,1,1,14,14,14,17,1,1,10,17,20,21,1,1,7,21,20,21,1,1,1,21,21
6307,win,5/14/21,02:30:51,198,1,1695686,1,2,X,0.03125,3,X,0.046875,4,X,0.3125,2,X,0.03125,3,X,0.140625,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.375,1,0.375,65,47,22,8,64,2.6,1.866666667,0.866666667,0.333333333,2.55,18,19,20,5,18,21,20,16,19,5,19,20,21,18,21,3,16,21,21,19,18,1,17,21
6307,win,5/14/21,12:40:49,221,1,1151403,1,2,X,0.65625,3,1,2.953125,4,1,3.9375,2,X,0.09375,3,X,0.703125,4,X,0.1875,2,X,0.15625,3,X,0.140625,4,X,0.0625,0.5,1,0.5,88,87,55,27,84,3.533333333,3.466666667,2.2,1.066666667,3.35,21,21,19,16,21,21,21,21,21,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21
6307,win,5/14/21,23:49:21,203,1,1993266,1,2,X,1.53125,3,X,2.296875,4,X,3.0625,2,X,0.53125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.375,1,0.375,77,92,52,18,91,3.066666667,3.666666667,2.066666667,0.733333333,3.65,15,14,16,14,17,15,14,17,8,17,15,15,18,16,5,6,14,14,20,18,8,1,16,15
6307,win,5/15/21,23:46:09,175,1,1011907,1,2,1,1.96875,3,X,2.953125,4,X,1.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,4,2,4,83,72,33,3,71,3.333333333,2.866666667,1.333333333,0.133333333,2.85,12,3,11,11,13,11,13,2,13,10,21,12,20,11,11,1,21,21,21,21,11,1,21,21
6307,win,5/16/21,10:35:04,179,1,1442686,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,0.375,1,0.375,78,75,35,7,88,3.133333333,3,1.4,0.266666667,3.5,18,14,14,19,17,7,19,14,12,18,16,9,21,21,14,4,19,17,21,21,16,1,19,18
6307,win,5/16/21,16:52:16,207,1,2443114,1,2,X,1.71875,3,X,2.578125,4,X,2.9375,2,X,0.71875,3,X,2.015625,4,X,2.4375,2,X,0.53125,3,X,0.984375,4,X,2.9375,3,3,3,85,90,57,17,56,3.4,3.6,2.266666667,0.666666667,2.25,5,5,3,17,4,1,4,5,3,18,6,2,12,10,6,7,16,8,16,14,8,6,19,13
