build,computer.platform,date,time,subjectid,session,blockcode,blocknum,trialcode,trialnum,phase1BlockCount,phase3BlockCount,phase,N,stimulusitem1,stimulusnumber1,currenttarget,response,correct,latency,N1_x,level1Reward,levelXReward,selectedN,RoundWinAmount,TotalWinAmount,adjust_N2_1,mentaldemand,physicaldemand,temporaldemand,performance,effort,frustration,newID
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,start,3,1,0,1,1,,1,0,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,5,1,0,1,1,P,12,18,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,7,1,0,1,1,K,8,12,31,0,1281,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,9,1,0,1,1,Q,13,8,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,11,1,0,1,1,L,9,13,37,1,1203,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,target,13,1,0,1,1,L,9,9,37,0,1466,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,15,1,0,1,1,D,3,9,37,1,762,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,target,17,1,0,1,1,D,3,3,31,1,1352,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,target,19,1,0,1,1,D,3,3,31,1,739,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,21,1,0,1,1,R,14,3,37,1,759,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,23,1,0,1,1,W,18,14,37,1,598,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,25,1,0,1,1,N,11,18,37,1,708,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,27,1,0,1,1,R,14,11,37,1,574,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,target,29,1,0,1,1,R,14,14,31,1,708,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,target,31,1,0,1,1,R,14,14,31,1,689,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,33,1,0,1,1,K,8,14,37,1,779,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,35,1,0,1,1,C,2,8,37,1,848,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,37,1,0,1,1,G,5,2,37,1,959,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,39,1,0,1,1,S,15,5,31,0,1203,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,41,1,0,1,1,B,1,15,37,1,551,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,1back,2,nontarget,43,1,0,1,1,P,12,1,37,1,593,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,ratingSummary,4,ratingSummary,1,1,0,1,1,0,0,NA,0,0,0,25pct,NA,NA,NA,0,0,0,17,9,18,5,15,21,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,start,3,2,0,1,2,,1,0,37,1,903,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,start,4,2,0,1,2,,1,0,37,1,546,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,6,2,0,1,2,W,18,16,37,1,510,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,8,2,0,1,2,G,5,3,37,1,590,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,target,10,2,0,1,2,W,18,18,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,12,2,0,1,2,Q,13,5,37,1,836,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,target,14,2,0,1,2,W,18,18,31,1,1740,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,16,2,0,1,2,R,14,13,37,1,625,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,target,18,2,0,1,2,W,18,18,31,1,1083,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,20,2,0,1,2,Z,20,14,37,1,700,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,22,2,0,1,2,M,10,18,37,1,761,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,24,2,0,1,2,K,8,20,37,1,662,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,26,2,0,1,2,J,7,10,37,1,743,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,28,2,0,1,2,P,12,8,37,1,765,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,30,2,0,1,2,C,2,7,37,1,676,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,32,2,0,1,2,C,2,12,37,1,1889,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,34,2,0,1,2,Z,20,2,37,1,1079,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,target,36,2,0,1,2,C,2,2,31,1,982,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,target,38,2,0,1,2,Z,20,20,31,1,1035,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,40,2,0,1,2,S,15,2,37,1,893,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,42,2,0,1,2,N,11,20,37,1,770,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,2back,5,nontarget,44,2,0,1,2,R,14,15,37,1,745,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,ratingSummary,7,ratingSummary,1,2,0,1,2,0,0,NA,0,0,0,25pct,NA,NA,NA,0,0,0,15,9,16,8,15,20,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,start,3,3,0,1,3,,1,0,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,start,4,3,0,1,3,,1,0,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,start,5,3,0,1,3,,1,0,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,7,3,0,1,3,X,19,17,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,9,3,0,1,3,Z,20,17,37,1,1190,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,target,11,3,0,1,3,R,14,14,31,1,1034,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,13,3,0,1,3,K,8,19,37,1,956,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,target,15,3,0,1,3,Z,20,20,31,1,1143,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,17,3,0,1,3,H,6,14,37,1,876,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,19,3,0,1,3,S,15,8,37,1,705,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,target,21,3,0,1,3,Z,20,20,31,1,1197,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,23,3,0,1,3,N,11,6,37,1,680,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,25,3,0,1,3,T,16,15,37,1,660,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,27,3,0,1,3,M,10,20,37,1,613,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,29,3,0,1,3,B,1,11,37,1,670,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,31,3,0,1,3,R,14,16,37,1,598,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,33,3,0,1,3,T,16,10,37,1,670,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,35,3,0,1,3,X,19,1,37,1,767,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,target,37,3,0,1,3,R,14,14,31,1,887,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,39,3,0,1,3,W,18,16,37,1,1366,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,41,3,0,1,3,W,18,19,37,1,1175,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,nontarget,43,3,0,1,3,X,19,14,31,0,1320,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,3back,8,target,45,3,0,1,3,W,18,18,31,1,1846,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,ratingSummary,10,ratingSummary,1,3,0,1,3,0,0,NA,0,0,0,25pct,NA,NA,NA,0,0,0,17,6,19,19,17,21,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,start,3,4,0,1,4,,1,0,37,1,833,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,start,4,4,0,1,4,,1,0,37,1,457,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,start,5,4,0,1,4,,1,0,37,1,816,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,start,6,4,0,1,4,,1,0,37,1,703,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,8,4,0,1,4,V,17,4,37,1,839,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,target,10,4,0,1,4,N,11,11,31,1,1904,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,12,4,0,1,4,M,10,20,37,1,797,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,14,4,0,1,4,V,17,12,31,0,1016,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,16,4,0,1,4,P,12,17,31,0,999,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,18,4,0,1,4,R,14,11,37,1,573,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,target,20,4,0,1,4,M,10,10,37,0,1429,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,22,4,0,1,4,Q,13,17,37,1,702,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,target,24,4,0,1,4,P,12,12,37,0,844,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,26,4,0,1,4,B,1,14,37,1,680,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,28,4,0,1,4,Q,13,10,31,0,1714,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,target,30,4,0,1,4,Q,13,13,37,0,1014,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,32,4,0,1,4,G,5,12,37,1,670,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,34,4,0,1,4,S,15,1,37,1,815,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,36,4,0,1,4,X,19,13,37,1,759,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,38,4,0,1,4,P,12,13,31,0,969,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,40,4,0,1,4,N,11,5,37,1,1166,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,42,4,0,1,4,J,7,15,37,1,633,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,target,44,4,0,1,4,X,19,19,37,0,1136,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,4back,11,nontarget,46,4,0,1,4,T,16,12,37,1,560,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,ratingSummary,13,ratingSummary,1,4,0,1,4,0,0,NA,0,0,0,25pct,NA,NA,NA,0,0,0,21,4,12,1,19,21,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,1,4,0,2,2,blackframe.png,1,NA,25,0,4172,75pct,2,2,1,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,3,4,0,2,2,blackframe.png,1,NA,25,0,6250,25pct,1,2,2,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,5,4,0,2,2,blackframe.png,1,NA,25,0,4216,25pct,1.5,2,2,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,7,4,0,2,2,blackframe.png,1,NA,25,0,4707,25pct,1.75,2,2,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,9,4,0,2,2,blackframe.png,1,NA,16,0,3753,75pct,1.875,2,2,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,11,4,0,2,2,blackframe.png,1,NA,16,0,1455,75pct,1.9375,2,2,0,0,0,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_1,1,4,0,2,3,blackframe.png,1,NA,16,0,5464,25pct,2,2,1,0,0,2,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_3,4,4,0,2,2,blackframe.png,1,NA,25,0,3285,25pct,4,4,2,0,0,2,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_1,6,4,0,2,4,blackframe.png,1,NA,25,0,2565,75pct,2,2,1,0,0,2,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_2,12,4,0,2,4,blackframe.png,1,NA,16,0,1933,25pct,3,3,1,0,0,2,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_3,14,4,0,2,2,blackframe.png,1,NA,25,0,955,75pct,4,2,1,0,0,2,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_2,21,4,0,2,4,blackframe.png,1,NA,25,0,962,75pct,1.5,3,1,0,0,2,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_1,26,4,0,2,3,blackframe.png,1,NA,25,0,863,25pct,1,2,3,0,0,2,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_1,29,4,0,2,2,blackframe.png,1,NA,25,0,2357,75pct,2,2,1,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_2,31,4,0,2,4,blackframe.png,1,NA,16,0,2125,75pct,0.75,3,4,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_3,33,4,0,2,2,blackframe.png,1,NA,25,0,1409,75pct,4,3,1,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_2,36,4,0,2,3,blackframe.png,1,NA,16,0,1550,25pct,3,3,1,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_1,38,4,0,2,3,blackframe.png,1,NA,16,0,1578,25pct,1.5,2,1,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_2,41,4,0,2,2,blackframe.png,1,NA,25,0,877,75pct,3,3,1,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_2,46,4,0,2,4,blackframe.png,1,NA,25,0,2400,25pct,1.125,3,4,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_3,49,4,0,2,3,blackframe.png,1,NA,16,0,1023,25pct,4,4,1,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_1,51,4,0,2,4,blackframe.png,1,NA,16,0,1465,25pct,1,2,1,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_2,54,4,0,2,3,blackframe.png,1,NA,16,0,1649,25pct,1.5,3,1,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_1,56,4,0,2,3,blackframe.png,1,NA,16,0,811,25pct,1.25,2,1,0,0,1,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_1,58,4,0,2,2,blackframe.png,1,NA,25,0,2151,75pct,1,2,1,0,0,0.5,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_2,60,4,0,2,3,blackframe.png,1,NA,16,0,2803,75pct,0.75,3,3,0,0,0.5,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_1,62,4,0,2,2,blackframe.png,1,NA,25,0,1019,25pct,0.5,2,2,0,0,0.25,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_2,64,4,0,2,3,blackframe.png,1,NA,25,0,1699,25pct,1.125,3,3,0,0,0.25,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_3,67,4,0,2,4,blackframe.png,1,NA,16,0,1092,25pct,4,4,1,0,0,0.25,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_1,70,4,0,2,2,blackframe.png,1,NA,25,0,1345,75pct,0.75,2,1,0,0,0.125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_1,72,4,0,2,2,blackframe.png,1,NA,16,0,1247,75pct,0.625,2,2,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_3,74,4,0,2,4,blackframe.png,1,NA,16,0,1241,25pct,2,4,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_2,76,4,0,2,2,blackframe.png,1,NA,16,0,991,75pct,1.5,3,2,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,reminder,78,4,0,2,2,cog_ed_nbackintro2.htm,1,NA,57,0,12161,75pct,1.5,3,2,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_3,80,4,0,2,3,blackframe.png,1,NA,16,0,5184,25pct,2,4,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_1,82,4,0,2,3,blackframe.png,1,NA,25,0,1023,75pct,1.125,2,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_1,84,4,0,2,4,blackframe.png,1,NA,25,0,1517,75pct,0.5,2,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_3,86,4,0,2,3,blackframe.png,1,NA,16,0,922,25pct,1,4,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_3,88,4,0,2,2,blackframe.png,1,NA,16,0,811,25pct,4,3.5,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_3,90,4,0,2,4,blackframe.png,1,NA,25,0,943,75pct,1,4,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_3,92,4,0,2,4,blackframe.png,1,NA,16,0,1017,25pct,0.5,4,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_3,94,4,0,2,3,blackframe.png,1,NA,25,0,710,75pct,0.5,4,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
